"Ordinal","RelativePath","LengthBytes","CreationTimeUtc","LastWriteTimeUtc","Attributes","Sha256","Status","Error"
"80","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_kean-s_xml_5of8.zip","2935430868","2026-08-29T08:53:30.3839149Z","2026-07-05T01:09:29.2111171Z","Archive","a567a648e4b348bfaa123d37b1e2cc973db424306fccec452ef632945434be69","hashed",""
"81","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_kean-s_xml_6of8.zip","1839033325","2026-08-29T08:55:37.6670044Z","2026-07-05T01:09:21.7524177Z","Archive","6d231a3c35f10a9b3d65c401a5ed01c4c9cb4d7a0eecfeb0997e95fb492fc395","hashed",""
"82","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_kean-s_xml_7of8.zip","3245248519","2026-08-29T08:55:53.4963310Z","2026-07-05T01:07:57.2236652Z","Archive","54c33580c767a29a1ac51dd40bedf6b613bf7297980f4ed26ed77f68d96c3163","hashed",""
"83","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_kean-s_xml_8of8.zip","2327652926","2026-08-29T08:57:54.0987617Z","2026-07-05T01:09:18.0010909Z","Archive","850693d9500e259e2fc49210c1bbaf6ab440db253890dbfb0bd81272b5eb3e26","hashed",""
"84","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_keavey-p_xml.zip","76674843","2026-08-29T08:59:59.3266932Z","2026-07-05T00:23:23.0845373Z","Archive","faf81dea5d7dc855db05502200caac1dd2ece870b97aca2d0a832bc305feab04","hashed",""
"85","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_keiser-k_xml.zip","107503893","2026-08-29T08:59:59.4762657Z","2026-07-05T00:48:30.4248687Z","Archive","623e91d24997c61e89e3601dfe975b2c505ca5374e1dd69fbf8a0f94f612fb48","hashed",""
"86","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_king-j_xml.zip","19867684","2026-08-29T09:00:57.9142380Z","2026-07-04T19:40:16.9200823Z","Archive","c31d529a5e5433d1c7ba163a81f66ff138f7b170acfab3f1884141a67f40a881","hashed",""
"87","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_kitchen-l_xml.zip","561667469","2026-08-29T09:00:57.9577120Z","2026-07-05T01:08:55.5654021Z","Archive","d0b1b9ab9e48baa28b95aaaa4b30272d3d5b19441b4f9c0bdec1202153f9f7c7","hashed",""
"88","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_kuykendall-t_xml.zip","89629860","2026-08-29T09:00:58.9983128Z","2026-07-04T19:39:40.9981787Z","Archive","4f4b7389a8a9819c365dc3c1d8541828bd4f025ad367b6cb2e160de654231aee","hashed",""
"89","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_lavorato-j_xml.zip","864434617","2026-08-29T09:00:59.1766668Z","2026-07-05T01:08:31.2576079Z","Archive","d875b8b939f120562cd403d6e37482bb83bd6cd18344ec73f20357389aafe4d4","hashed",""
"90","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_lay-k_xml.zip","263547355","2026-08-29T09:01:20.6442929Z","2026-07-05T01:02:37.3676974Z","Archive","f026061fe0a95b47e28cd370fef4e8dc205a3186053b0d821984da8dbbb9bdc5","hashed",""
"91","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_lenhart-m_xml.zip","2527948698","2026-08-29T09:02:02.5209234Z","2026-07-05T01:08:00.9959305Z","Archive","fa9306085e220cff9a845b9b15eff4f3097f3ba04d5579a609c225d69977bd35","hashed",""
"92","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_lewis-a_xml.zip","114201459","2026-08-29T09:04:08.4425590Z","2026-07-05T00:10:26.3620528Z","Archive","60e3b637e3d1874daf32d2c7593ce24780440be9819ed66099db7f011c0c333e","hashed",""
"93","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_linder-e_xml.zip","59278006","2026-08-29T09:04:08.6573429Z","2026-07-04T19:13:14.6540155Z","Archive","9ef38ddd7b0adea033e0d77d0fb22eea7d8ccff44627650807b773089fd21100","hashed",""
"94","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_lokay-m_xml.zip","385972362","2026-08-29T09:04:08.7747215Z","2026-07-04T19:43:32.8908564Z","Archive","2c34029f3733a18147de4e666e38dc9b2e32a1545cca512f2afab1e331e16712","hashed",""
"95","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_lokey-t_xml.zip","40772159","2026-08-29T09:04:09.4887616Z","2026-07-04T15:10:30.6168846Z","Archive","aee0132694923486adc5a4ee43e639c017ef71386a30991b91ff8cc019528f00","hashed",""
"96","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_love-p_xml.zip","766792461","2026-08-29T09:04:09.5715362Z","2026-07-05T01:07:53.3991751Z","Archive","aad47c41a7cb3e16ed4b6694e582f5ef561d8b55bbd93fddf6903d850fa19929","hashed",""
"97","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_lucci-p_xml.zip","65605662","2026-08-29T09:04:10.9920127Z","2026-07-04T15:33:17.1780896Z","Archive","51809958757a50ad04a527a481476f64c08a058e3631ad805bccdcd2f8ec6f3b","hashed",""
"98","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_maggi-m_xml.zip","65449857","2026-08-29T09:04:11.1185267Z","2026-07-04T18:54:24.0428290Z","Archive","42c77c79a62607a273d99eb5c1c015ef40f8bec6649a33a77b9092683c591743","hashed",""
"99","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_mann-k_xml.zip","2840813630","2026-08-29T09:04:11.2433791Z","2026-07-05T01:09:32.9621167Z","Archive","8c9003598430d9d613e8bfa7a0044385dd9adb21d7300491b0f80176deaff5aa","hashed",""
"100","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_martin-t_xml.zip","76697705","2026-08-29T09:06:22.8059091Z","2026-07-05T00:28:34.7372337Z","Archive","5fbad6e50388c326c64a53a622dfc89509449fa0b3d2fb9878552f0a20194481","hashed",""
"101","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_may-l_xml.zip","242013348","2026-08-29T09:06:22.9542169Z","2026-07-05T00:18:17.4730524Z","Archive","cb954c5023bf3034191cf96e6ea426509967940d1712181674ae2932f395ba09","hashed",""
"102","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_mccarty-d_xml.zip","38687656","2026-08-29T09:06:24.3758537Z","2026-07-04T19:20:53.6031683Z","Archive","9158d0b5933df63d095550857f3d6beaa980b3927e97005cb5d23524067b2ac5","hashed",""
"103","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_mcconnell-m_xml.zip","774902377","2026-08-29T09:06:24.4550037Z","2026-07-04T19:42:12.3600273Z","Archive","9772d274b0d6a030c3fd2d94e66aa1f430bb1f124b523ca1ebcde6ac184fab87","hashed",""
"104","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_mckay-b_xml.zip","40681287","2026-08-29T09:07:21.9073553Z","2026-07-05T00:31:35.4316665Z","Archive","353538684e571b6dd58ce8340262467d6c427f0a829e3e343b968bb6004e3c9e","hashed",""
"105","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_mckay-j_xml.zip","193333079","2026-08-29T09:07:21.9868816Z","2026-07-04T14:12:53.9019012Z","Archive","d988a44393b0e136357d8ac25e302ef32f9ae29e73f3da774c19d0dad808e801","hashed",""
"106","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_mclaughlin-e_xml.zip","277121184","2026-08-29T09:07:22.3491550Z","2026-07-04T19:43:30.8551352Z","Archive","32b7274ede739783405a829e4960961487ee07dedfac38d7d3ea2767960091a1","hashed",""
"107","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_merris-s_xml.zip","40959339","2026-08-29T09:07:22.8611644Z","2026-07-04T19:43:39.5972848Z","Archive","84c57a1c972c3fcc9e1137dbfe5c1ed72b16b834b4872cb20089942f9cb0107d","hashed",""
"108","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_meyers-a_xml.zip","6074167","2026-08-29T09:07:22.9414623Z","2026-07-04T19:38:07.1467175Z","Archive","6291591c899ae44cb2bf87e340d4daeef12655d560d6697a87cafab4290dbb19","hashed",""
"109","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_mims-p_xml.zip","52206651","2026-08-29T09:07:22.9576844Z","2026-07-04T19:19:26.6279448Z","Archive","8d0d13acdbbdcd30bcc29fadcad02d495e8f388ad7ede7dfc005848e6cd98e7b","hashed",""
"110","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_motley-m_xml.zip","35230579","2026-08-29T09:07:23.0585972Z","2026-07-04T19:25:37.5860235Z","Archive","2cc8e41b28f5ba69dfffccc5cdee095bbcc96ee4102badc5bd8fc41a1cecb74e","hashed",""
"111","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_neal-s_xml.zip","274446191","2026-08-29T09:07:23.1306125Z","2026-07-04T19:38:41.6843325Z","Archive","f5b8d329bbffed9dd85a58c7f45d350ba675cf95e4ef681f9825185ca708c094","hashed",""
"112","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_nemec-g_xml.zip","773999335","2026-08-29T09:07:23.6414497Z","2026-07-04T14:13:13.1048539Z","Archive","4a7452edc45c6312a3ab8c244933bd62390d86316df8f543e52f0c5e73c9d1a6","hashed",""
"113","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_panus-s_xml.zip","14995333","2026-08-29T09:07:25.0803237Z","2026-07-04T19:42:18.2677850Z","Archive","650031622a9cca1a81c8513f7f6aab0b6b03663db5d29da764a4fcf9edd64cf7","hashed",""
"114","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_parks-j_xml.zip","182018165","2026-08-29T09:07:26.4319474Z","2026-07-04T19:35:38.6616889Z","Archive","40e56de9b0cc5a7757264ce9896ea43550f907baf22e3789a68eba39abf47e8f","hashed",""
"115","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_pereira-s_xml.zip","5481547","2026-08-29T09:07:26.7746725Z","2026-07-04T14:45:32.6204543Z","Archive","b0c8f13e1ff1fe8a99e322b5c9636578d1712b427722ede93887ef616e8e8fb2","hashed",""
"116","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_perlingiere-d_xml.zip","295265067","2026-08-29T09:07:26.7902666Z","2026-07-05T00:43:02.2086175Z","Archive","bda82d98a15870089b5f01316d3b39194558371b375bb2390202c6e88158b42d","hashed",""
"117","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_pimenov-v_xml.zip","62814979","2026-08-29T09:07:27.3379070Z","2026-07-04T19:38:23.2604679Z","Archive","c384e9d092ec7c46498310d162c04308ee5339e8629eda9da5bdb15c1dc201ba","hashed",""
"118","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_platter-p_xml.zip","41739126","2026-08-29T09:07:29.2350693Z","2026-07-04T19:42:03.2906062Z","Archive","d54b657ee9c950ecf510f48dc96f9d01aba97c43da2499cb7c0d3c3e1ecfb0a6","hashed",""
"119","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_presto-k_xml.zip","80846660","2026-08-29T09:09:28.5990239Z","2026-07-04T19:34:46.2759888Z","Archive","fa80567dc36a4852b43a772b655e641a1baaa8e087f5c179e0bfbcc66770da3a","hashed",""
"120","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_quenet-j_xml.zip","8375043","2026-08-29T09:09:28.7527490Z","2026-07-04T18:59:35.7907944Z","Archive","5b47098f4e269438e9621c3d4c912255f20a3537a1e8d4057a1f265ad5d19973","hashed",""
"121","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_quigley-d_xml.zip","97902947","2026-08-29T09:09:28.7730952Z","2026-07-04T19:14:39.0545249Z","Archive","04ed7ba352dae0b9ca7ea1b3e7f5369e5ca3361c03a086cb2007616e9fed2617","hashed",""
"122","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_rapp-b_xml.zip","5228419","2026-08-29T09:09:28.9617353Z","2026-07-04T19:31:55.2194579Z","Archive","d1e3c5244ab009da184800d821f006df657b821938f1dbd02606c90c04816645","hashed",""
"123","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_reitmeyer-j_xml.zip","58911830","2026-08-29T09:09:28.9758044Z","2026-07-04T19:19:17.9583407Z","Archive","d38b911b32c01fec066a0f2786fe2c60b2d1337f168ced078af70eb916870440","hashed",""
"124","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_richey-c_xml.zip","50119125","2026-08-29T09:09:29.0908624Z","2026-07-05T01:01:02.0026833Z","Archive","4b81e02717fa341737c51584a964caafad0e985e5de5cd412af87a337c0c31b2","hashed",""
"125","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_ring-a_xml.zip","195826527","2026-08-29T09:09:29.1880212Z","2026-07-04T15:01:10.0257803Z","Archive","224b4168b9b9a3a996585862d15a49207b8d42799edf75629fc8fbaec81409ca","hashed",""
"126","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_ring-r_xml.zip","113417202","2026-08-29T09:09:29.5550855Z","2026-07-04T19:43:35.3814162Z","Archive","f90d365603b98418a84f81881c85a74a18efe3f5173bdf8ddf6ee96b8664e163","hashed",""
"127","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_rodrigue-r_xml.zip","433289884","2026-08-29T09:09:29.7669251Z","2026-07-05T01:02:42.9607321Z","Archive","c074166e34e0d07409d23e5a9e3934fd4d01f94feee26cc629eecb8fcd504a8c","hashed",""
"128","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_rogers-b_xml.zip","2671419536","2026-08-29T09:09:30.5737298Z","2026-07-05T01:09:19.8707969Z","Archive","336d70534043130a7feae85f5bae96a9bc4a8cd0b068835b38cef36d6632ea23","hashed",""
"129","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_ruscitti-k_xml.zip","211794427","2026-08-29T09:11:38.9226984Z","2026-07-04T15:33:06.3579783Z","Archive","aa28095401eff8de6ff6f2c0e57c0ce55945a804b75716da51821cf50152e866","hashed",""
"130","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_sager-e_xml.zip","522332025","2026-08-29T09:11:39.3225479Z","2026-07-05T00:21:55.8827029Z","Archive","d497e66eb761b9f134437bc64c5b578273e719453c52cdf31f22ac971d2943a9","hashed",""
"131","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_saibi-e_xml.zip","70154461","2026-08-29T09:11:40.2893805Z","2026-07-05T01:06:22.9249959Z","Archive","89e02906d09256cf5bc9965dd1555961147bc0d97ece83ba56b8dd317d5ad2ed","hashed",""
"132","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_salisbury-h_xml.zip","55283595","2026-08-29T09:11:40.4239553Z","2026-07-04T19:22:55.3985693Z","Archive","23a8f57d9638578faaca7fc609fc7bcaf9c23d9d625288df6443ba8e7cc81382","hashed",""
"133","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_sanchez-m_xml.zip","22612418","2026-08-29T09:11:40.5307089Z","2026-07-04T19:36:25.5949571Z","Archive","8d67e42441c2df508a4befc2b12444630bdb5a51164a2ae74f337ad906f4a082","hashed",""
"134","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_sanders-r_xml.zip","750675367","2026-08-29T09:11:40.5769855Z","2026-07-05T01:05:04.9627282Z","Archive","cacaa6216c86187e5f8899c8cac31c3a1c39f32def3f5507fde4085c321f3e22","hashed",""
"135","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_scholtes-d_xml.zip","64865879","2026-08-29T09:11:41.9762670Z","2026-07-04T19:41:13.3743018Z","Archive","a26aa8b64a8d528220bdaccfea48564c06b0a7402b5be943439c507fd64c0ab7","hashed",""
"136","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_schoolcraft-d_xml.zip","150633409","2026-08-29T09:11:42.1026574Z","2026-07-04T19:43:25.5237506Z","Archive","9cb551a7742db37cb48528efaa566d92a42bec1b32525146e6f2b72915b11206","hashed",""
"137","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_schwieger-j_xml.zip","83298000","2026-08-29T09:11:42.3864211Z","2026-07-04T19:36:27.9866403Z","Archive","7d974f6b54dd3974c20e4f4fd4d16bc686ee95f18d706d919dd879111c993cbc","hashed",""
"138","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_scott-s_xml.zip","944450358","2026-08-29T09:11:42.5447471Z","2026-07-05T00:59:35.6572328Z","Archive","77c56ff50093837b5d2f95c9cb943ae17902b520b676b21d003ad8a69212dc63","hashed",""
"139","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_semperger-c_xml.zip","50087473","2026-08-29T09:11:44.2800894Z","2026-07-04T19:39:14.8067317Z","Archive","68db31a83c7ea6681a657f29f5131aa571a5edd2e49e4da1554c04795f78b850","hashed",""
"140","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_shackleton-s_xml.zip","1054290819","2026-08-29T09:11:44.3770145Z","2026-07-05T01:09:12.8483342Z","Archive","a7279bf119501871d11f6b417613e66fec1ad19e4b37aa5550893e7347f0fac6","hashed",""
"141","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_shankman-j_xml.zip","385093858","2026-08-29T09:13:48.9979886Z","2026-07-04T19:42:47.4225533Z","Archive","cbe0a0120f456928c1f910d0d749e2814d6bb744ce63d01854e7b46fba846c2f","hashed",""
"142","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_shapiro-r_xml.zip","850319663","2026-08-29T09:13:49.7393858Z","2026-07-04T15:33:32.9200197Z","Archive","6d34f5755c4db0c743f44f90e4080815f563055bf077c00411973db8f9025efb","hashed",""
"143","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_shively-h_xml.zip","255785148","2026-08-29T09:13:51.3082860Z","2026-07-04T19:42:16.2479198Z","Archive","7a55bc63332897f5d461340974cf8066792047f6391fa692204870509b250e6e","hashed",""
"144","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_skilling-j_xml.zip","1358268860","2026-08-29T09:14:53.5286430Z","2026-07-05T01:08:27.5263617Z","Archive","5c8f72dc792c02188300619d8cabf695a40fac000c77096a6d723c904f355739","hashed",""
"145","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_slinger-r_xml.zip","9190142","2026-08-29T09:15:51.7128114Z","2026-07-04T17:13:03.4100723Z","Archive","0adea0a41f265581aa95944a1e8bce4ee0ed0b242d011a53db21dba682cb262e","hashed",""
"146","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_smith-m_xml.zip","127849156","2026-08-29T09:15:51.7387602Z","2026-07-04T19:43:50.4663061Z","Archive","b5c1a87767f11b5f604cb9e940b6267a015c59a46f2e47b59e0a57c8a18429ae","hashed",""
"147","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_solberg-g_xml.zip","41681975","2026-08-29T09:15:51.9821234Z","2026-07-04T19:43:48.4635839Z","Archive","ffb9688e2d11a6a4812913ff028a8ad47467988fa486d8f884b219a87533e7a5","hashed",""
"148","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_south-s_xml.zip","5927358","2026-08-29T09:15:52.0658823Z","2026-07-04T15:33:33.3704322Z","Archive","fc12408ac91dca125d6993ea2e2bad19fcbeaaf72c6ed959348ca224a03ff915","hashed",""
"149","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_staab-t_xml.zip","46637755","2026-08-29T09:15:52.0813558Z","2026-07-04T19:28:26.4613449Z","Archive","0c573d261e0ecd28934c548a4af05357733f7557309d44a171c8ef580ac74bfd","hashed",""
"150","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_stclair-c_xml.zip","80456559","2026-08-29T09:15:52.1723851Z","2026-07-04T19:42:30.9753746Z","Archive","faa40d486cf8a2042ea7e571c125b8d63bc7ec96e29d2cc86cad033d1977af71","hashed",""
"151","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_steffes-j_xml.zip","171153858","2026-08-29T09:15:52.3259267Z","2026-07-05T00:41:46.1443333Z","Archive","72348e688595d1fe2d44a04858db0b2bed854edc8c502c3ff9e64eba64248dd7","hashed",""
"152","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_stepenovitch-j_xml.zip","50546493","2026-08-29T09:15:52.6450411Z","2026-07-04T19:38:53.0258699Z","Archive","9d47dec09201a711060072d83e5d9639707e32f818cc3e37e3be1c7c977be9ec","hashed",""
"153","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_stokley-c_xml.zip","116550201","2026-08-29T09:15:52.7431351Z","2026-07-04T19:38:45.7330988Z","Archive","52d341eb2fa78cf15806504e5207d6890651c73761eeedd754df3eda9a0262f8","hashed",""
"154","DOSSIER_SPACE_ROOT\01_RAW_CORPUS\EDRM ENRON pst files enrondata.org\edrm.enron.email.data.set.v2.xml\edrm-enron-v2_storey-g_xml.zip","91549630","2026-08-29T09:15:52.9621264Z","2026-07-04T19:35:48.6920248Z","Archive","55285cbd47182d18cfd5c92fb27511e55e64dd79515d7fba95407bfec634bcb2","hashed",""
